Open Time,Open,High,Low,Close,Volume,Close Time,Quote Asset Volume,Number of Trades,Taker Buy Base Asset Volume,Taker Buy Quote Asset Volume
2024-01-01 00:00:00+00:00,42283.58,42554.57,42261.02,42475.23,1271.68108,2024-01-01 00:59:59.999000+00:00,53957248.973789,47134,682.57581,28957416.819645
2024-01-01 01:00:00+00:00,42475.23,42775.0,42431.65,42613.56,1196.37856,2024-01-01 01:59:59.999000+00:00,50984893.3481416,50396,712.32227,30355645.3482764
2024-01-01 02:00:00+00:00,42613.57,42638.41,42500.0,42581.1,685.2198,2024-01-01 02:59:59.999000+00:00,29167377.9732375,29863,288.98864,12301017.299762
2024-01-01 03:00:00+00:00,42581.09,42586.64,42230.08,42330.49,794.80391,2024-01-01 03:59:59.999000+00:00,33709050.2741136,38620,356.37209,15112996.3758499
2024-01-01 04:00:00+00:00,42330.5,42399.99,42209.46,42399.99,715.4176,2024-01-01 04:59:59.999000+00:00,30271621.000739,36038,371.12012,15703618.9319853
2024-01-01 05:00:00+00:00,42399.98,42406.0,42180.77,42234.01,736.53152,2024-01-01 05:59:59.999000+00:00,31159533.4764102,32200,340.69312,14414594.8709419
2024-01-01 06:00:00+00:00,42234.01,42424.82,42208.68,42396.69,601.3725,2024-01-01 06:59:59.999000+00:00,25454115.8447492,32653,348.7351,14759685.2542202
2024-01-01 07:00:00+00:00,42396.69,42500.0,42396.68,42492.46,653.67718,2024-01-01 07:59:59.999000+00:00,27757929.5826532,27661,325.24438,13809558.5581487
2024-01-01 08:00:00+00:00,42492.46,42556.5,42452.58,42549.99,427.19365,2024-01-01 08:59:59.999000+00:00,18158032.0713477,25046,202.6665,8614418.4233219
2024-01-01 09:00:00+00:00,42550.0,42699.32,42537.18,42649.69,879.62491,2024-01-01 09:59:59.999000+00:00,37495909.1519946,39685,460.83221,19643796.8180602
2024-01-01 10:00:00+00:00,42649.69,42749.36,42628.0,42691.1,856.81851,2024-01-01 10:59:59.999000+00:00,36575404.2277785,32952,458.26507,19562257.2900065
2024-01-01 11:00:00+00:00,42691.1,42762.39,42605.21,42690.2,785.16567,2024-01-01 11:59:59.999000+00:00,33516541.8167861,39801,401.49317,17138999.1008268
2024-01-01 12:00:00+00:00,42690.21,42780.0,42611.45,42648.38,785.52851,2024-01-01 12:59:59.999000+00:00,33542689.8029634,35778,363.27898,15513372.6294569
2024-01-01 13:00:00+00:00,42648.37,42748.0,42612.76,42715.54,497.2024,2024-01-01 13:59:59.999000+00:00,21230655.2580876,29662,252.80525,10794600.800384
2024-01-01 14:00:00+00:00,42715.54,42715.55,42580.0,42612.24,711.01152,2024-01-01 14:59:59.999000+00:00,30312550.0545163,35688,369.47765,15750630.3780059
2024-01-01 15:00:00+00:00,42612.24,42847.07,42586.51,42783.05,942.70163,2024-01-01 15:59:59.999000+00:00,40272827.0639329,47628,510.78905,21818909.6236608
2024-01-01 16:00:00+00:00,42783.05,42856.0,42664.42,42725.15,918.71056,2024-01-01 16:59:59.999000+00:00,39292588.8194273,39979,449.47603,19222594.9405082
2024-01-01 17:00:00+00:00,42725.15,42824.9,42704.42,42812.7,677.33678,2024-01-01 17:59:59.999000+00:00,28962179.5203376,29871,329.97146,14108987.8934044
2024-01-01 18:00:00+00:00,42812.71,43208.86,42812.7,43111.1,2143.30897,2024-01-01 18:59:59.999000+00:00,92299025.1971326,93970,1193.23559,51377573.0698471
2024-01-01 19:00:00+00:00,43111.1,43550.0,43103.64,43517.99,1947.61533,2024-01-01 19:59:59.999000+00:00,84416763.6540515,78415,1043.766,45242850.5273276
2024-01-01 20:00:00+00:00,43517.98,43829.99,43510.71,43687.86,2905.07295,2024-01-01 20:59:59.999000+00:00,126914170.3804287,88205,1586.93352,69332665.633418
2024-01-01 21:00:00+00:00,43687.85,43792.59,43480.76,43619.21,1541.59126,2024-01-01 21:59:59.999000+00:00,67281632.034903,48994,737.28182,32173665.2965155
2024-01-01 22:00:00+00:00,43619.22,43661.1,43361.6,43529.93,1024.36372,2024-01-01 22:59:59.999000+00:00,44554969.9325888,39588,482.2796,20973587.992568
2024-01-01 23:00:00+00:00,43529.94,44184.1,43529.93,44179.55,3475.97051,2024-01-01 23:59:59.999000+00:00,152707972.5678915,114796,2063.12837,90668650.6843782
2024-01-02 00:00:00+00:00,44179.55,45200.0,44148.34,45056.0,6986.25967,2024-01-02 00:59:59.999000+00:00,311922306.3847412,252271,4339.23104,193743218.9460688
2024-01-02 01:00:00+00:00,45056.0,45372.79,44686.0,44855.96,4397.86376,2024-01-02 01:59:59.999000+00:00,197892745.94853193,126411,2294.7409,103268344.7285696
2024-01-02 02:00:00+00:00,44855.96,45381.42,44855.95,45378.96,3016.04235,2024-01-02 02:59:59.999000+00:00,136077337.261493,84538,1685.63548,76068066.0557853
2024-01-02 03:00:00+00:00,45378.96,45500.0,45131.1,45402.38,2693.12081,2024-01-02 03:59:59.999000+00:00,122074726.9023818,75577,1422.38101,64476590.513061
2024-01-02 04:00:00+00:00,45402.38,45468.99,45170.0,45179.8,2268.27572,2024-01-02 04:59:59.999000+00:00,102738256.4717156,72412,1096.31687,49663658.0824958
2024-01-02 05:00:00+00:00,45179.8,45324.72,45121.96,45179.48,1617.2842,2024-01-02 05:59:59.999000+00:00,73162843.2093208,56528,821.72883,37174288.8342611
2024-01-02 06:00:00+00:00,45179.48,45308.15,45130.0,45168.75,1390.33832,2024-01-02 06:59:59.999000+00:00,62888409.2717238,44142,692.7045,31334357.8324273
2024-01-02 07:00:00+00:00,45168.75,45643.75,45168.74,45455.53,3112.52478,2024-01-02 07:59:59.999000+00:00,141383176.0659561,99665,1541.83339,70035220.5537084
2024-01-02 08:00:00+00:00,45455.52,45852.93,45326.6,45759.3,3323.21707,2024-01-02 08:59:59.999000+00:00,151813235.9887419,114352,1759.76998,80392272.8131723
2024-01-02 09:00:00+00:00,45759.3,45879.63,45631.1,45673.48,2096.46195,2024-01-02 09:59:59.999000+00:00,95894862.4401988,69466,1013.31079,46350355.4703653
2024-01-02 10:00:00+00:00,45673.48,45711.1,45431.52,45584.99,2069.22249,2024-01-02 10:59:59.999000+00:00,94321216.3910918,75001,903.64196,41194364.40073
2024-01-02 11:00:00+00:00,45585.0,45698.67,45200.0,45433.99,2538.49307,2024-01-02 11:59:59.999000+00:00,115284960.6562664,87017,1221.333,55465991.1226423
2024-01-02 12:00:00+00:00,45433.99,45589.68,45271.04,45301.99,2128.11147,2024-01-02 12:59:59.999000+00:00,96664856.5411382,78888,1160.45311,52714128.7744955
2024-01-02 13:00:00+00:00,45302.0,45705.8,45264.39,45637.93,2253.76868,2024-01-02 13:59:59.999000+00:00,102627045.4693958,78417,1147.99384,52266950.3157689
2024-01-02 14:00:00+00:00,45637.92,45800.0,44970.0,45258.73,4553.21243,2024-01-02 14:59:59.999000+00:00,206816073.7478805,142534,2241.35114,101809487.4665074
2024-01-02 15:00:00+00:00,45258.73,45349.98,44833.33,45184.82,4301.03657,2024-01-02 15:59:59.999000+00:00,194029243.18197,134773,2085.18064,94072677.0795659
2024-01-02 16:00:00+00:00,45184.83,45399.84,44890.11,45357.84,3052.23783,2024-01-02 16:59:59.999000+00:00,137806764.7737775,113952,1471.41532,66441110.3968932
2024-01-02 17:00:00+00:00,45357.84,45382.08,44950.48,44966.15,2540.00308,2024-01-02 17:59:59.999000+00:00,114638119.9811841,93547,1364.95781,61619852.1749364
2024-01-02 18:00:00+00:00,44966.16,45271.2,44944.0,45154.69,1806.0773,2024-01-02 18:59:59.999000+00:00,81458425.0879932,83428,989.40372,44617713.8104291
2024-01-02 19:00:00+00:00,45154.7,45243.0,44790.96,45039.49,2347.28624,2024-01-02 19:59:59.999000+00:00,105621621.882104,91929,1188.77845,53502483.7885774
2024-01-02 20:00:00+00:00,45039.49,45180.55,44742.96,44788.28,1940.02489,2024-01-02 20:59:59.999000+00:00,87211403.1964921,78184,904.33595,40655036.5753691
2024-01-02 21:00:00+00:00,44788.27,45119.76,44600.0,45119.74,2043.74183,2024-01-02 21:59:59.999000+00:00,91695184.3730535,84667,1061.09926,47618973.9731783
2024-01-02 22:00:00+00:00,45119.74,45297.26,44840.01,44981.73,1591.57491,2024-01-02 22:59:59.999000+00:00,71768760.4183665,61819,878.74596,39626944.9176347
2024-01-02 23:00:00+00:00,44981.72,45049.98,44802.01,44946.91,1080.22719,2024-01-02 23:59:59.999000+00:00,48540246.1775577,48014,530.80152,23852035.6109417
2024-01-03 00:00:00+00:00,44946.91,45212.57,44862.11,45135.61,1410.31904,2024-01-03 00:59:59.999000+00:00,63508730.0350808,63005,653.69915,29437039.5514282
2024-01-03 01:00:00+00:00,45135.61,45329.83,45102.72,45317.58,1166.18095,2024-01-03 01:59:59.999000+00:00,52726403.2111125,46990,577.90491,26128343.4374995
2024-01-03 02:00:00+00:00,45317.58,45410.91,45211.73,45274.57,1434.81631,2024-01-03 02:59:59.999000+00:00,65005733.5170286,46604,566.4168,25665211.2283516
2024-01-03 03:00:00+00:00,45274.57,45310.0,45151.91,45262.69,739.36966,2024-01-03 03:59:59.999000+00:00,33444835.10153,35533,313.44049,14178044.1461914
2024-01-03 04:00:00+00:00,45262.7,45272.16,45115.59,45183.45,796.786,2024-01-03 04:59:59.999000+00:00,36017421.4735992,33144,360.92348,16314228.7687728
2024-01-03 05:00:00+00:00,45183.45,45294.11,45118.91,45172.13,849.38832,2024-01-03 05:59:59.999000+00:00,38413990.6207024,36509,395.63958,17894066.4134471
2024-01-03 06:00:00+00:00,45172.12,45363.19,45160.0,45326.93,1264.55564,2024-01-03 06:59:59.999000+00:00,57227694.4204918,40979,654.42999,29616390.7447798
2024-01-03 07:00:00+00:00,45326.92,45384.84,44940.93,45011.77,1780.38521,2024-01-03 07:59:59.999000+00:00,80400621.9735007,66536,782.43216,35327583.4759093
